route,date,daytype,rides
201,11/27/20,W,397
201,11/28/20,A,503
201,11/30/20,W,547
206,11/2/20,W,74
206,11/3/20,W,71
206,11/4/20,W,73
206,11/5/20,W,68
206,11/6/20,W,74
206,11/9/20,W,80
206,11/10/20,W,76
206,11/11/20,W,120
206,11/12/20,W,94
206,11/13/20,W,76
206,11/16/20,W,62
206,11/17/20,W,77
206,11/18/20,W,81
206,11/19/20,W,84
206,11/20/20,W,79
206,11/23/20,W,77
206,11/24/20,W,59
206,11/25/20,W,66
206,11/27/20,W,66
206,11/30/20,W,62
21,11/1/20,U,1811
21,11/2/20,W,4068
21,11/3/20,W,4062
21,11/4/20,W,3887
21,11/5/20,W,4220
21,11/6/20,W,4429
21,11/7/20,A,3474
21,11/8/20,U,2234
21,11/9/20,W,3846
21,11/10/20,W,3863
21,11/11/20,W,3377
21,11/12/20,W,3925
21,11/13/20,W,3948
21,11/14/20,A,2966
21,11/15/20,U,1630
21,11/16/20,W,3623
21,11/17/20,W,3512
21,11/18/20,W,3626
21,11/19/20,W,3823
21,11/20/20,W,3889
21,11/21/20,A,3220
21,11/22/20,U,1636
21,11/23/20,W,3797
21,11/24/20,W,2908
21,11/25/20,W,3483
21,11/26/20,U,1355
21,11/27/20,W,3159
21,11/28/20,A,3030
21,11/29/20,U,1949
21,11/30/20,W,3269
22,11/1/20,U,3910
22,11/2/20,W,6193
22,11/3/20,W,6522
22,11/4/20,W,6406
22,11/5/20,W,6099
22,11/6/20,W,6853
22,11/7/20,A,5686
22,11/8/20,U,4265
22,11/9/20,W,5983
22,11/10/20,W,6102
22,11/11/20,W,6478
22,11/12/20,W,6595
22,11/13/20,W,6705
22,11/14/20,A,5271
22,11/15/20,U,3971
22,11/16/20,W,5744
22,11/17/20,W,6006
22,11/18/20,W,5664
22,11/19/20,W,5897
22,11/20/20,W,5692
22,11/21/20,A,4816
22,11/22/20,U,3836
22,11/23/20,W,5690
22,11/24/20,W,5371
22,11/25/20,W,5557
22,11/26/20,U,2460
22,11/27/20,W,4540
22,11/28/20,A,4904
22,11/29/20,U,3541
22,11/30/20,W,5288
24,11/2/20,W,721
24,11/3/20,W,754
24,11/4/20,W,659
24,11/5/20,W,721
24,11/6/20,W,750
24,11/9/20,W,780
24,11/10/20,W,663
24,11/11/20,W,610
24,11/12/20,W,735
24,11/13/20,W,753
24,11/16/20,W,641
24,11/17/20,W,671
24,11/18/20,W,700
24,11/19/20,W,684
24,11/20/20,W,700
24,11/23/20,W,790
24,11/24/20,W,700
24,11/25/20,W,708
24,11/27/20,W,450
24,11/30/20,W,623
26,11/2/20,W,1627
26,11/3/20,W,1630
26,11/4/20,W,1581
26,11/5/20,W,1464
26,11/6/20,W,1655
26,11/9/20,W,1627
26,11/10/20,W,1585
26,11/11/20,W,1442
26,11/12/20,W,1614
26,11/13/20,W,1471
26,11/16/20,W,1452
26,11/17/20,W,1513
26,11/18/20,W,1600
26,11/19/20,W,1378
26,11/20/20,W,1512
26,11/23/20,W,1386
26,11/24/20,W,1452
26,11/25/20,W,1463
26,11/27/20,W,908
26,11/30/20,W,1439
28,11/1/20,U,1022
28,11/2/20,W,2338
28,11/3/20,W,2590
28,11/4/20,W,2328
28,11/5/20,W,2314
28,11/6/20,W,1989
28,11/7/20,A,1770
28,11/8/20,U,1335
28,11/9/20,W,2446
28,11/10/20,W,2046
28,11/11/20,W,1985
28,11/12/20,W,2211
28,11/13/20,W,2259
28,11/14/20,A,1405
28,11/15/20,U,1140
28,11/16/20,W,2144
28,11/17/20,W,1956
28,11/18/20,W,2090
28,11/19/20,W,2153
28,11/20/20,W,2236
28,11/21/20,A,1696
28,11/22/20,U,1175
28,11/23/20,W,2135
28,11/24/20,W,1779
28,11/25/20,W,1975
28,11/26/20,U,915
28,11/27/20,W,1345
28,11/28/20,A,1339
28,11/29/20,U,1101
28,11/30/20,W,1850
29,11/1/20,U,1904
29,11/2/20,W,3827
29,11/3/20,W,3845
29,11/4/20,W,3642
29,11/5/20,W,3632
29,11/6/20,W,3717
29,11/7/20,A,2992
29,11/8/20,U,2176
29,11/9/20,W,3835
29,11/10/20,W,3833
29,11/11/20,W,3167
29,11/12/20,W,3640
29,11/13/20,W,3519
29,11/14/20,A,2771
29,11/15/20,U,1706
29,11/16/20,W,3450
29,11/17/20,W,3293
29,11/18/20,W,3170
29,11/19/20,W,3444
29,11/20/20,W,3609
29,11/21/20,A,2636
29,11/22/20,U,1804
29,11/23/20,W,3615
29,11/24/20,W,3286
29,11/25/20,W,3396
29,11/26/20,U,1420
29,11/27/20,W,2388
29,11/28/20,A,2493
29,11/29/20,U,1813
29,11/30/20,W,3086
3,11/1/20,U,2810
3,11/2/20,W,6165
3,11/3/20,W,6358
3,11/4/20,W,6329
3,11/5/20,W,6205
3,11/6/20,W,6513
3,11/7/20,A,4450
3,11/8/20,U,3348
3,11/9/20,W,6572
3,11/10/20,W,6396
3,11/11/20,W,6200
3,11/12/20,W,6700
3,11/13/20,W,6530
3,11/14/20,A,4576
3,11/15/20,U,2985
3,11/16/20,W,5921
3,11/17/20,W,5668
3,11/18/20,W,5712
3,11/19/20,W,6344
3,11/20/20,W,6238
3,11/21/20,A,4959
3,11/22/20,U,3546
3,11/23/20,W,5972
3,11/24/20,W,5614
3,11/25/20,W,5615
3,11/26/20,U,2782
3,11/27/20,W,4938
3,11/28/20,A,4392
3,11/29/20,U,3326
3,11/30/20,W,5423
30,11/1/20,U,535
30,11/2/20,W,1214
30,11/3/20,W,1118
30,11/4/20,W,1179
30,11/5/20,W,1230
30,11/6/20,W,1350
30,11/7/20,A,1174
30,11/8/20,U,550
30,11/9/20,W,1177
30,11/10/20,W,1212
30,11/11/20,W,1117
30,11/12/20,W,1209
30,11/13/20,W,1118
30,11/14/20,A,826
30,11/15/20,U,377
30,11/16/20,W,1127
30,11/17/20,W,929
30,11/18/20,W,1300
30,11/19/20,W,1105
30,11/20/20,W,1099
30,11/21/20,A,854
30,11/22/20,U,462
30,11/23/20,W,1103
30,11/24/20,W,987
30,11/25/20,W,993
30,11/26/20,U,373
30,11/27/20,W,821
30,11/28/20,A,723
30,11/29/20,U,556
30,11/30/20,W,984
31,11/2/20,W,202
31,11/3/20,W,189
31,11/4/20,W,197
31,11/5/20,W,191
31,11/6/20,W,219
31,11/9/20,W,174
31,11/10/20,W,169
31,11/11/20,W,174
31,11/12/20,W,188
31,11/13/20,W,214
31,11/16/20,W,222
31,11/17/20,W,177
31,11/18/20,W,165
31,11/19/20,W,163
31,11/20/20,W,172
31,11/23/20,W,136
31,11/24/20,W,148
31,11/25/20,W,134
31,11/27/20,W,98
31,11/30/20,W,156
34,11/1/20,U,1345
34,11/2/20,W,1969
34,11/3/20,W,2188
34,11/4/20,W,2233
34,11/5/20,W,2163
34,11/6/20,W,2390
34,11/7/20,A,1534
34,11/8/20,U,1324
34,11/9/20,W,2426
34,11/10/20,W,2187
34,11/11/20,W,1743
34,11/12/20,W,2114
34,11/13/20,W,2223
34,11/14/20,A,1597
34,11/15/20,U,1093
34,11/16/20,W,2003
34,11/17/20,W,1769
34,11/18/20,W,1824
34,11/19/20,W,2080
34,11/20/20,W,2058
34,11/21/20,A,1576
34,11/22/20,U,1250
34,11/23/20,W,2165
34,11/24/20,W,1826
34,11/25/20,W,2112
34,11/26/20,U,937
34,11/27/20,W,1557
34,11/28/20,A,1349
34,11/29/20,U,1309
34,11/30/20,W,1513
35,11/1/20,U,702
35,11/2/20,W,1591
35,11/3/20,W,1946
35,11/4/20,W,1736
35,11/5/20,W,1714
35,11/6/20,W,1759
35,11/7/20,A,1129
35,11/8/20,U,939
35,11/9/20,W,1632
35,11/10/20,W,1615
35,11/11/20,W,1597
35,11/12/20,W,1619
35,11/13/20,W,1686
35,11/14/20,A,1000
35,11/15/20,U,667
35,11/16/20,W,1443
35,11/17/20,W,1504
35,11/18/20,W,1642
35,11/19/20,W,1583
35,11/20/20,W,1581
35,11/21/20,A,1066
35,11/22/20,U,689
35,11/23/20,W,1373
35,11/24/20,W,1402
35,11/25/20,W,1431
35,11/26/20,U,514
35,11/27/20,W,1008
35,11/28/20,A,1098
35,11/29/20,U,700
35,11/30/20,W,1405
36,11/1/20,U,3734
36,11/2/20,W,5315
36,11/3/20,W,5233
36,11/4/20,W,5064
36,11/5/20,W,5282
36,11/6/20,W,5107
36,11/7/20,A,5324
36,11/8/20,U,3791
36,11/9/20,W,4980
36,11/10/20,W,4933
36,11/11/20,W,5209
36,11/12/20,W,5248
36,11/13/20,W,5353
36,11/14/20,A,5373
36,11/15/20,U,3485
36,11/16/20,W,4856
36,11/17/20,W,4862
36,11/18/20,W,4793
36,11/19/20,W,4846
36,11/20/20,W,5139
36,11/21/20,A,4727
36,11/22/20,U,3678
36,11/23/20,W,4947
36,11/24/20,W,4722
36,11/25/20,W,4727
36,11/26/20,U,2323
36,11/27/20,W,3974
36,11/28/20,A,4531
36,11/29/20,U,3438
36,11/30/20,W,4400
37,11/2/20,W,184
37,11/3/20,W,117
37,11/4/20,W,156
37,11/5/20,W,139
37,11/6/20,W,134
37,11/9/20,W,170
37,11/10/20,W,187
37,11/11/20,W,138
37,11/12/20,W,168
37,11/13/20,W,73
37,11/16/20,W,254
37,11/17/20,W,151
37,11/18/20,W,140
37,11/19/20,W,145
37,11/20/20,W,141
37,11/23/20,W,156
37,11/24/20,W,97
37,11/25/20,W,95
37,11/27/20,W,46
37,11/30/20,W,112
39,11/1/20,U,201
39,11/2/20,W,704
39,11/3/20,W,702
39,11/4/20,W,697
39,11/5/20,W,802
39,11/6/20,W,763
39,11/7/20,A,328
39,11/8/20,U,280
39,11/9/20,W,804
39,11/10/20,W,775
39,11/11/20,W,739
39,11/12/20,W,769
39,11/13/20,W,805
39,11/14/20,A,366
39,11/15/20,U,257
39,11/16/20,W,712
39,11/17/20,W,690
39,11/18/20,W,729
39,11/19/20,W,713
39,11/20/20,W,735
39,11/21/20,A,315
39,11/22/20,U,250
39,11/23/20,W,732
39,11/24/20,W,705
39,11/25/20,W,634
39,11/26/20,U,233
39,11/27/20,W,543
39,11/28/20,A,321
39,11/29/20,U,271
39,11/30/20,W,607
4,11/1/20,U,3983
4,11/2/20,W,8803
4,11/3/20,W,9256
4,11/4/20,W,8674
4,11/5/20,W,8931
4,11/6/20,W,9032
4,11/7/20,A,6742
4,11/8/20,U,4322
4,11/9/20,W,8527
4,11/10/20,W,8382
4,11/11/20,W,7916
4,11/12/20,W,8593
4,11/13/20,W,8840
4,11/14/20,A,5771
4,11/15/20,U,3769
4,11/16/20,W,7582
4,11/17/20,W,7759
4,11/18/20,W,8362
4,11/19/20,W,7812
4,11/20/20,W,8479
4,11/21/20,A,5714
4,11/22/20,U,3759
4,11/23/20,W,8240
4,11/24/20,W,7489
4,11/25/20,W,8340
4,11/26/20,U,3697
4,11/27/20,W,6318
4,11/28/20,A,5691
4,11/29/20,U,3649
4,11/30/20,W,7451
43,11/1/20,U,218
43,11/2/20,W,465
43,11/3/20,W,792
43,11/4/20,W,733
43,11/5/20,W,546
43,11/6/20,W,750
43,11/7/20,A,328
43,11/8/20,U,344
43,11/9/20,W,805
43,11/10/20,W,696
43,11/11/20,W,653
43,11/12/20,W,745
43,11/13/20,W,664
43,11/14/20,A,362
43,11/15/20,U,243
43,11/16/20,W,643
43,11/17/20,W,599
43,11/18/20,W,592
43,11/19/20,W,638
43,11/20/20,W,688
43,11/21/20,A,366
43,11/22/20,U,287
43,11/23/20,W,739
43,11/24/20,W,579
43,11/25/20,W,654
43,11/26/20,U,238
43,11/27/20,W,497
43,11/28/20,A,354
43,11/29/20,U,249
43,11/30/20,W,600
44,11/1/20,U,458
44,11/2/20,W,1273
44,11/3/20,W,1379
44,11/4/20,W,1242
44,11/5/20,W,1390
44,11/6/20,W,1370
44,11/7/20,A,818
44,11/8/20,U,543
44,11/9/20,W,1239
44,11/10/20,W,1290
44,11/11/20,W,1150
44,11/12/20,W,1231
44,11/13/20,W,1227
44,11/14/20,A,632
44,11/15/20,U,403
44,11/16/20,W,1204
44,11/17/20,W,1132
44,11/18/20,W,1208
44,11/19/20,W,1234
44,11/20/20,W,1274
44,11/21/20,A,704
44,11/22/20,U,395
44,11/23/20,W,1190
44,11/24/20,W,1100
44,11/25/20,W,1087
44,11/26/20,U,434
44,11/27/20,W,868
44,11/28/20,A,631
44,11/29/20,U,412
44,11/30/20,W,949
47,11/1/20,U,2523
47,11/2/20,W,4348
47,11/3/20,W,4991
47,11/4/20,W,4835
47,11/5/20,W,4641
47,11/6/20,W,4998
47,11/7/20,A,3862
47,11/8/20,U,2444
47,11/9/20,W,4609
47,11/10/20,W,4447
47,11/11/20,W,4403
47,11/12/20,W,4496
47,11/13/20,W,4790
47,11/14/20,A,3201
47,11/15/20,U,2198
47,11/16/20,W,4028
47,11/17/20,W,4232
47,11/18/20,W,4261
47,11/19/20,W,4736
47,11/20/20,W,4678
47,11/21/20,A,3092
47,11/22/20,U,2403
47,11/23/20,W,4446
47,11/24/20,W,4192
47,11/25/20,W,4459
47,11/26/20,U,1948
47,11/27/20,W,3693
47,11/28/20,A,3470
47,11/29/20,U,2189
47,11/30/20,W,3739
48,11/2/20,W,280
48,11/3/20,W,247
48,11/4/20,W,245
48,11/5/20,W,187
48,11/6/20,W,269
48,11/9/20,W,236
48,11/10/20,W,243
48,11/11/20,W,205
48,11/12/20,W,271
48,11/13/20,W,260
48,11/16/20,W,258
48,11/17/20,W,260
48,11/18/20,W,243
48,11/19/20,W,269
48,11/20/20,W,251
48,11/23/20,W,282
48,11/24/20,W,200
48,11/25/20,W,204
48,11/27/20,W,182
48,11/30/20,W,202
49,11/1/20,U,4342
49,11/2/20,W,6610
49,11/3/20,W,7721
49,11/4/20,W,7036
49,11/5/20,W,7111
49,11/6/20,W,7504
49,11/7/20,A,7143
49,11/8/20,U,5168
49,11/9/20,W,6938
49,11/10/20,W,6878
49,11/11/20,W,6392
49,11/12/20,W,7138
49,11/13/20,W,7329
49,11/14/20,A,5954
49,11/15/20,U,3988
49,11/16/20,W,6584
49,11/17/20,W,6540
49,11/18/20,W,6528
49,11/19/20,W,6962
49,11/20/20,W,7041
49,11/21/20,A,6335
49,11/22/20,U,4400
49,11/23/20,W,6376
49,11/24/20,W,6092
49,11/25/20,W,6401
49,11/26/20,U,3564
49,11/27/20,W,5138
49,11/28/20,A,5964
49,11/29/20,U,4209
49,11/30/20,W,5915
49B,11/1/20,U,1462
49B,11/2/20,W,2258
49B,11/3/20,W,2437
49B,11/4/20,W,2310
49B,11/5/20,W,2287
49B,11/6/20,W,2479
49B,11/7/20,A,1945
49B,11/8/20,U,1500
49B,11/9/20,W,2347
49B,11/10/20,W,2192
49B,11/11/20,W,2109
49B,11/12/20,W,2258
49B,11/13/20,W,2443
49B,11/14/20,A,1759
49B,11/15/20,U,1264
49B,11/16/20,W,2101
49B,11/17/20,W,2035
49B,11/18/20,W,1731
49B,11/19/20,W,2163
49B,11/20/20,W,2215
49B,11/21/20,A,1798
49B,11/22/20,U,1323
49B,11/23/20,W,2125
49B,11/24/20,W,1829
49B,11/25/20,W,1887
49B,11/26/20,U,1059
49B,11/27/20,W,1668
49B,11/28/20,A,1620
49B,11/29/20,U,1331
49B,11/30/20,W,1592
5,11/1/20,U,148
5,11/2/20,W,147
5,11/3/20,W,163
5,11/4/20,W,192
5,11/5/20,W,217
5,11/6/20,W,202
5,11/7/20,A,183
5,11/8/20,U,170
5,11/9/20,W,180
5,11/10/20,W,170
5,11/11/20,W,161
5,11/12/20,W,182
5,11/13/20,W,197
5,11/14/20,A,150
5,11/15/20,U,156
5,11/16/20,W,135
5,11/17/20,W,291
5,11/18/20,W,149
5,11/19/20,W,159
5,11/20/20,W,185
5,11/21/20,A,163
5,11/22/20,U,136
5,11/23/20,W,142
5,11/24/20,W,149
5,11/25/20,W,189
5,11/26/20,U,220
5,11/27/20,W,89
5,11/28/20,A,117
5,11/29/20,U,135
5,11/30/20,W,141
50,11/1/20,U,1511
50,11/2/20,W,3246
50,11/3/20,W,3132
50,11/4/20,W,3461
50,11/5/20,W,3321
50,11/6/20,W,3199
50,11/7/20,A,2135
50,11/8/20,U,1564
50,11/9/20,W,3211
50,11/10/20,W,3027
50,11/11/20,W,2672
50,11/12/20,W,3196
50,11/13/20,W,3057
50,11/14/20,A,1893
50,11/15/20,U,1173
50,11/16/20,W,3228
50,11/17/20,W,2972
50,11/18/20,W,3119
50,11/19/20,W,3135
50,11/20/20,W,2984
50,11/21/20,A,1826
50,11/22/20,U,1185
50,11/23/20,W,2989
50,11/24/20,W,2834
50,11/25/20,W,2692
50,11/26/20,U,685
50,11/27/20,W,2017
50,11/28/20,A,1705
50,11/29/20,U,1347
50,11/30/20,W,2755
51,11/1/20,U,246
51,11/2/20,W,539
51,11/3/20,W,635
51,11/4/20,W,553
51,11/5/20,W,572
51,11/6/20,W,599
51,11/7/20,A,450
51,11/8/20,U,302
51,11/9/20,W,498
51,11/10/20,W,574
51,11/11/20,W,538
51,11/12/20,W,531
51,11/13/20,W,570
51,11/14/20,A,369
51,11/15/20,U,284
51,11/16/20,W,462
51,11/17/20,W,568
51,11/18/20,W,494
51,11/19/20,W,563
51,11/20/20,W,562
51,11/21/20,A,389
51,11/22/20,U,295
51,11/23/20,W,478
51,11/24/20,W,452
51,11/25/20,W,483
51,11/26/20,U,209
51,11/27/20,W,353
51,11/28/20,A,428
51,11/29/20,U,269
51,11/30/20,W,451
52,11/1/20,U,1624
52,11/2/20,W,3809
52,11/3/20,W,3878
52,11/4/20,W,3931
52,11/5/20,W,4073
52,11/6/20,W,4193
52,11/7/20,A,3050
52,11/8/20,U,1869
52,11/9/20,W,3674
52,11/10/20,W,3748
52,11/11/20,W,3428
52,11/12/20,W,3898
52,11/13/20,W,3637
52,11/14/20,A,2564
52,11/15/20,U,1558
52,11/16/20,W,3489
52,11/17/20,W,3363
52,11/18/20,W,3676
52,11/19/20,W,3605
52,11/20/20,W,3846
52,11/21/20,A,2903
52,11/22/20,U,1640
52,11/23/20,W,3555
52,11/24/20,W,3359
52,11/25/20,W,3334
52,11/26/20,U,1718
52,11/27/20,W,2812
52,11/28/20,A,2701
52,11/29/20,U,1609
52,11/30/20,W,3186
52A,11/1/20,U,712
52A,11/2/20,W,1503
52A,11/3/20,W,1919
52A,11/4/20,W,1679
52A,11/5/20,W,1607
52A,11/6/20,W,1774
52A,11/7/20,A,1083
52A,11/8/20,U,585
52A,11/9/20,W,1782
52A,11/10/20,W,1611
52A,11/11/20,W,1544
52A,11/12/20,W,1513
52A,11/13/20,W,1689
52A,11/14/20,A,920
52A,11/15/20,U,564
52A,11/16/20,W,1465
52A,11/17/20,W,1588
52A,11/18/20,W,1743
52A,11/19/20,W,1667
52A,11/20/20,W,1770
52A,11/21/20,A,992
52A,11/22/20,U,649
52A,11/23/20,W,1623
52A,11/24/20,W,1478
52A,11/25/20,W,1525
52A,11/26/20,U,566
52A,11/27/20,W,1148
52A,11/28/20,A,964
52A,11/29/20,U,656
52A,11/30/20,W,1495
53,11/1/20,U,4487
53,11/2/20,W,8266
53,11/3/20,W,8869
53,11/4/20,W,8573
53,11/5/20,W,8710
53,11/6/20,W,9174
53,11/7/20,A,6634
53,11/8/20,U,5184
53,11/9/20,W,8185
53,11/10/20,W,8198
53,11/11/20,W,7749
53,11/12/20,W,8383
53,11/13/20,W,8244
53,11/14/20,A,5859
53,11/15/20,U,3990
53,11/16/20,W,7671
53,11/17/20,W,7886
53,11/18/20,W,8046
53,11/19/20,W,7943
53,11/20/20,W,8233
53,11/21/20,A,5489
53,11/22/20,U,4491
53,11/23/20,W,7651
53,11/24/20,W,7212
53,11/25/20,W,7537
53,11/26/20,U,4238
53,11/27/20,W,6256
53,11/28/20,A,5881
53,11/29/20,U,4439
53,11/30/20,W,6969
53A,11/1/20,U,948
53A,11/2/20,W,2625
53A,11/3/20,W,2944
53A,11/4/20,W,2666
53A,11/5/20,W,2874
53A,11/6/20,W,2783
53A,11/7/20,A,1584
53A,11/8/20,U,1129
53A,11/9/20,W,2905
53A,11/10/20,W,2692
53A,11/11/20,W,2460
53A,11/12/20,W,2625
53A,11/13/20,W,2766
53A,11/14/20,A,1360
53A,11/15/20,U,780
53A,11/16/20,W,2449
53A,11/17/20,W,2698
53A,11/18/20,W,2531
53A,11/19/20,W,2572
53A,11/20/20,W,2735
53A,11/21/20,A,1290
53A,11/22/20,U,935
53A,11/23/20,W,2539
53A,11/24/20,W,2271
53A,11/25/20,W,2197
53A,11/26/20,U,773
53A,11/27/20,W,1759
53A,11/28/20,A,1396
53A,11/29/20,U,916
53A,11/30/20,W,2111
54,11/1/20,U,2762
54,11/2/20,W,5016
54,11/3/20,W,5091
54,11/4/20,W,5124
54,11/5/20,W,5075
54,11/6/20,W,4999
54,11/7/20,A,3769
54,11/8/20,U,2703
54,11/9/20,W,5089
54,11/10/20,W,4533
54,11/11/20,W,4786
54,11/12/20,W,4904
54,11/13/20,W,4785
54,11/14/20,A,3349
54,11/15/20,U,2241
54,11/16/20,W,4668
54,11/17/20,W,4566
54,11/18/20,W,4650
54,11/19/20,W,4569
54,11/20/20,W,4702
54,11/21/20,A,3584
54,11/22/20,U,2372
54,11/23/20,W,4644
54,11/24/20,W,4129
54,11/25/20,W,4193
54,11/26/20,U,2024
54,11/27/20,W,3823
54,11/28/20,A,3324
54,11/29/20,U,2361
54,11/30/20,W,4307
54A,11/2/20,W,314
54A,11/3/20,W,236
54A,11/4/20,W,310
54A,11/5/20,W,307
54A,11/6/20,W,305
54A,11/9/20,W,323
54A,11/10/20,W,293
54A,11/11/20,W,256
54A,11/12/20,W,277
54A,11/13/20,W,279
54A,11/16/20,W,248
54A,11/17/20,W,238
54A,11/18/20,W,285
54A,11/19/20,W,276
54A,11/20/20,W,281
54A,11/23/20,W,230
54A,11/24/20,W,247
54A,11/25/20,W,231
54A,11/27/20,W,190
54A,11/30/20,W,235
54B,11/1/20,U,837
54B,11/2/20,W,1486
54B,11/3/20,W,1538
54B,11/4/20,W,1549
54B,11/5/20,W,1511
54B,11/6/20,W,1836
54B,11/7/20,A,1181
54B,11/8/20,U,955
54B,11/9/20,W,1674
54B,11/10/20,W,1305
54B,11/11/20,W,1501
54B,11/12/20,W,1332
54B,11/13/20,W,1448
54B,11/14/20,A,1111
54B,11/15/20,U,665
54B,11/16/20,W,1362
54B,11/17/20,W,1371
54B,11/18/20,W,1375
54B,11/19/20,W,1358
54B,11/20/20,W,1466
54B,11/21/20,A,948
54B,11/22/20,U,759
54B,11/23/20,W,1449
54B,11/24/20,W,1085
54B,11/25/20,W,1239
54B,11/26/20,U,439
54B,11/27/20,W,1125
54B,11/28/20,A,1032
54B,11/29/20,U,731
54B,11/30/20,W,1259
55,11/1/20,U,1865
55,11/2/20,W,3630
55,11/3/20,W,3774
55,11/4/20,W,3797
55,11/5/20,W,3740
55,11/6/20,W,3927
55,11/7/20,A,3150
55,11/8/20,U,2300
55,11/9/20,W,3705
55,11/10/20,W,3658
55,11/11/20,W,3599
55,11/12/20,W,3581
55,11/13/20,W,3872
55,11/14/20,A,2747
55,11/15/20,U,1849
55,11/16/20,W,3370
55,11/17/20,W,3218
55,11/18/20,W,3377
55,11/19/20,W,3417
55,11/20/20,W,3644
55,11/21/20,A,2731
55,11/22/20,U,1963
55,11/23/20,W,3259
55,11/24/20,W,2895
55,11/25/20,W,3030
55,11/26/20,U,1722
55,11/27/20,W,2696
55,11/28/20,A,2420
55,11/29/20,U,1971
55,11/30/20,W,2983
55A,11/2/20,W,30
55A,11/3/20,W,46
55A,11/4/20,W,55
55A,11/5/20,W,75
55A,11/6/20,W,71
55A,11/9/20,W,66
55A,11/10/20,W,43
55A,11/11/20,W,56
55A,11/12/20,W,95
55A,11/13/20,W,74
55A,11/16/20,W,72
55A,11/17/20,W,48
55A,11/18/20,W,61
55A,11/19/20,W,83
55A,11/20/20,W,48
55A,11/23/20,W,82
55A,11/24/20,W,41
55A,11/25/20,W,58
55A,11/27/20,W,24
55A,11/30/20,W,52
55N,11/2/20,W,222
55N,11/3/20,W,165
55N,11/4/20,W,189
55N,11/5/20,W,156
55N,11/6/20,W,110
55N,11/7/20,A,135
55N,11/9/20,W,172
55N,11/10/20,W,143
55N,11/11/20,W,190
55N,11/12/20,W,134
55N,11/13/20,W,106
55N,11/14/20,A,100
55N,11/16/20,W,171
55N,11/17/20,W,161
55N,11/18/20,W,143
55N,11/19/20,W,107
55N,11/20/20,W,179
55N,11/21/20,A,98
55N,11/23/20,W,141
55N,11/24/20,W,179
55N,11/25/20,W,127
55N,11/27/20,W,102
55N,11/28/20,A,96
55N,11/30/20,W,145
56,11/1/20,U,1547
56,11/2/20,W,3106
56,11/3/20,W,3426
56,11/4/20,W,3137
56,11/5/20,W,3335
56,11/6/20,W,3103
56,11/7/20,A,2283
56,11/8/20,U,1867
56,11/9/20,W,3078
56,11/10/20,W,2857
56,11/11/20,W,3022
56,11/12/20,W,2955
56,11/13/20,W,3076
56,11/14/20,A,2206
56,11/15/20,U,1436
56,11/16/20,W,3353
56,11/17/20,W,2827
56,11/18/20,W,2893
56,11/19/20,W,2915
56,11/20/20,W,3001
56,11/21/20,A,2258
56,11/22/20,U,1601
56,11/23/20,W,2985
56,11/24/20,W,2573
56,11/25/20,W,2549
56,11/26/20,U,1094
56,11/27/20,W,2344
56,11/28/20,A,2159
56,11/29/20,U,1649
56,11/30/20,W,2528
57,11/1/20,U,357
57,11/2/20,W,997
57,11/3/20,W,1086
57,11/4/20,W,1066
57,11/5/20,W,976
57,11/6/20,W,998
57,11/7/20,A,577
57,11/8/20,U,346
57,11/9/20,W,1037
57,11/10/20,W,1053
57,11/11/20,W,857
57,11/12/20,W,923
57,11/13/20,W,968
57,11/14/20,A,568
57,11/15/20,U,309
57,11/16/20,W,889
57,11/17/20,W,808
57,11/18/20,W,898
57,11/19/20,W,851
57,11/20/20,W,887
57,11/21/20,A,498
57,11/22/20,U,255
57,11/23/20,W,815
57,11/24/20,W,729
57,11/25/20,W,887
57,11/26/20,U,271
57,11/27/20,W,714
57,11/28/20,A,571
57,11/29/20,U,301
57,11/30/20,W,724
59,11/2/20,W,1348
59,11/3/20,W,1509
59,11/4/20,W,1387
59,11/5/20,W,1337
59,11/6/20,W,1516
59,11/7/20,A,985
59,11/9/20,W,1266
59,11/10/20,W,1349
59,11/11/20,W,1205
59,11/12/20,W,1235
59,11/13/20,W,1207
59,11/14/20,A,842
59,11/16/20,W,1326
59,11/17/20,W,1226
59,11/18/20,W,1250
59,11/19/20,W,1262
59,11/20/20,W,1359
59,11/21/20,A,775
59,11/23/20,W,1328
59,11/24/20,W,1098
59,11/25/20,W,1088
59,11/27/20,W,920
59,11/28/20,A,761
59,11/30/20,W,1107
6,11/1/20,U,2677
6,11/2/20,W,3464
6,11/3/20,W,3518
6,11/4/20,W,3155
6,11/5/20,W,3407
6,11/6/20,W,3771
6,11/7/20,A,3900
6,11/8/20,U,2994
6,11/9/20,W,3539
6,11/10/20,W,3440
6,11/11/20,W,3294
6,11/12/20,W,3377
6,11/13/20,W,3309
6,11/14/20,A,3175
6,11/15/20,U,2212
6,11/16/20,W,2961
6,11/17/20,W,3047
6,11/18/20,W,3100
6,11/19/20,W,3378
6,11/20/20,W,3361
6,11/21/20,A,3006
6,11/22/20,U,2315
6,11/23/20,W,3030
6,11/24/20,W,2819
6,11/25/20,W,2783
6,11/26/20,U,1743
6,11/27/20,W,2660
6,11/28/20,A,2868
6,11/29/20,U,2324
6,11/30/20,W,2741
60,11/1/20,U,1586
60,11/2/20,W,3373
60,11/3/20,W,3274
60,11/4/20,W,3235
60,11/5/20,W,3496
60,11/6/20,W,3716
60,11/7/20,A,2304
60,11/8/20,U,1964
60,11/9/20,W,3761
