route,date,daytype,rides
74,2/19/20,W,11458
74,2/20/20,W,11372
74,2/21/20,W,11045
74,2/22/20,A,7865
74,2/23/20,U,5906
74,2/24/20,W,11492
74,2/25/20,W,11127
74,2/26/20,W,11363
74,2/27/20,W,11736
74,2/28/20,W,11672
74,2/29/20,A,7112
75,2/1/20,A,4652
75,2/2/20,U,3691
75,2/3/20,W,7588
75,2/4/20,W,6987
75,2/5/20,W,6334
75,2/6/20,W,6417
75,2/7/20,W,6797
75,2/8/20,A,4652
75,2/9/20,U,3090
75,2/10/20,W,6802
75,2/11/20,W,7032
75,2/12/20,W,6541
75,2/13/20,W,6118
75,2/14/20,W,5818
75,2/15/20,A,4051
75,2/16/20,U,3385
75,2/17/20,W,4582
75,2/18/20,W,6767
75,2/19/20,W,6580
75,2/20/20,W,6448
75,2/21/20,W,6665
75,2/22/20,A,4644
75,2/23/20,U,3598
75,2/24/20,W,6681
75,2/25/20,W,6157
75,2/26/20,W,5825
75,2/27/20,W,6572
75,2/28/20,W,6935
75,2/29/20,A,4573
76,2/1/20,A,6732
76,2/2/20,U,4592
76,2/3/20,W,12041
76,2/4/20,W,11233
76,2/5/20,W,11783
76,2/6/20,W,11384
76,2/7/20,W,10263
76,2/8/20,A,6719
76,2/9/20,U,3482
76,2/10/20,W,11272
76,2/11/20,W,12230
76,2/12/20,W,11391
76,2/13/20,W,10160
76,2/14/20,W,9983
76,2/15/20,A,5940
76,2/16/20,U,4694
76,2/17/20,W,9242
76,2/18/20,W,11658
76,2/19/20,W,11365
76,2/20/20,W,11902
76,2/21/20,W,11418
76,2/22/20,A,6586
76,2/23/20,U,4904
76,2/24/20,W,11348
76,2/25/20,W,11508
76,2/26/20,W,11962
76,2/27/20,W,11613
76,2/28/20,W,11438
76,2/29/20,A,6354
77,2/1/20,A,11503
77,2/2/20,U,8756
77,2/3/20,W,19498
77,2/4/20,W,20662
77,2/5/20,W,19248
77,2/6/20,W,18468
77,2/7/20,W,17789
77,2/8/20,A,11179
77,2/9/20,U,8147
77,2/10/20,W,19601
77,2/11/20,W,19232
77,2/12/20,W,19919
77,2/13/20,W,18776
77,2/14/20,W,16888
77,2/15/20,A,10725
77,2/16/20,U,8370
77,2/17/20,W,15700
77,2/18/20,W,20091
77,2/19/20,W,19889
77,2/20/20,W,17487
77,2/21/20,W,19545
77,2/22/20,A,11171
77,2/23/20,U,9152
77,2/24/20,W,18922
77,2/25/20,W,19228
77,2/26/20,W,18281
77,2/27/20,W,20147
77,2/28/20,W,18404
77,2/29/20,A,10643
78,2/1/20,A,3556
78,2/2/20,U,3223
78,2/3/20,W,8030
78,2/4/20,W,7938
78,2/5/20,W,8413
78,2/6/20,W,7634
78,2/7/20,W,7877
78,2/8/20,A,3536
78,2/9/20,U,2840
78,2/10/20,W,7707
78,2/11/20,W,6968
78,2/12/20,W,7813
78,2/13/20,W,6885
78,2/14/20,W,5744
78,2/15/20,A,3574
78,2/16/20,U,2794
78,2/17/20,W,4639
78,2/18/20,W,7351
78,2/19/20,W,7293
78,2/20/20,W,6899
78,2/21/20,W,6619
78,2/22/20,A,4198
78,2/23/20,U,3477
78,2/24/20,W,7075
78,2/25/20,W,7639
78,2/26/20,W,7625
78,2/27/20,W,7271
78,2/28/20,W,6614
78,2/29/20,A,4173
79,2/1/20,A,16736
79,2/2/20,U,13287
79,2/3/20,W,23439
79,2/4/20,W,23488
79,2/5/20,W,23139
79,2/6/20,W,21448
79,2/7/20,W,23335
79,2/8/20,A,15709
79,2/9/20,U,11591
79,2/10/20,W,23108
79,2/11/20,W,24315
79,2/12/20,W,22571
79,2/13/20,W,21673
79,2/14/20,W,19532
79,2/15/20,A,14225
79,2/16/20,U,12482
79,2/17/20,W,15587
79,2/18/20,W,22596
79,2/19/20,W,21355
79,2/20/20,W,22081
79,2/21/20,W,23587
79,2/22/20,A,16498
79,2/23/20,U,13067
79,2/24/20,W,22425
79,2/25/20,W,21131
79,2/26/20,W,20950
79,2/27/20,W,22255
79,2/28/20,W,23584
79,2/29/20,A,16230
8,2/1/20,A,13021
8,2/2/20,U,9224
8,2/3/20,W,23623
8,2/4/20,W,24094
8,2/5/20,W,23975
8,2/6/20,W,22969
8,2/7/20,W,22312
8,2/8/20,A,13143
8,2/9/20,U,8467
8,2/10/20,W,23952
8,2/11/20,W,24604
8,2/12/20,W,23937
8,2/13/20,W,23246
8,2/14/20,W,20867
8,2/15/20,A,11553
8,2/16/20,U,9177
8,2/17/20,W,19070
8,2/18/20,W,25391
8,2/19/20,W,24993
8,2/20/20,W,23812
8,2/21/20,W,23437
8,2/22/20,A,13352
8,2/23/20,U,9811
8,2/24/20,W,23922
8,2/25/20,W,23337
8,2/26/20,W,23219
8,2/27/20,W,23753
8,2/28/20,W,24160
8,2/29/20,A,12683
80,2/1/20,A,6386
80,2/2/20,U,4576
80,2/3/20,W,9699
80,2/4/20,W,9860
80,2/5/20,W,10351
80,2/6/20,W,9842
80,2/7/20,W,9906
80,2/8/20,A,6056
80,2/9/20,U,4311
80,2/10/20,W,11107
80,2/11/20,W,10837
80,2/12/20,W,10903
80,2/13/20,W,9761
80,2/14/20,W,8966
80,2/15/20,A,5798
80,2/16/20,U,4290
80,2/17/20,W,7792
80,2/18/20,W,10497
80,2/19/20,W,10634
80,2/20/20,W,9451
80,2/21/20,W,9756
80,2/22/20,A,6744
80,2/23/20,U,5045
80,2/24/20,W,10047
80,2/25/20,W,10461
80,2/26/20,W,10123
80,2/27/20,W,10001
80,2/28/20,W,10805
80,2/29/20,A,6321
81,2/1/20,A,7801
81,2/2/20,U,6465
81,2/3/20,W,10819
81,2/4/20,W,10545
81,2/5/20,W,11001
81,2/6/20,W,9415
81,2/7/20,W,10032
81,2/8/20,A,7923
81,2/9/20,U,5872
81,2/10/20,W,9411
81,2/11/20,W,11430
81,2/12/20,W,10493
81,2/13/20,W,9478
81,2/14/20,W,8735
81,2/15/20,A,7046
81,2/16/20,U,6383
81,2/17/20,W,8932
81,2/18/20,W,11257
81,2/19/20,W,11116
81,2/20/20,W,10093
81,2/21/20,W,10077
81,2/22/20,A,9471
81,2/23/20,U,6766
81,2/24/20,W,10987
81,2/25/20,W,11003
81,2/26/20,W,10185
81,2/27/20,W,10093
81,2/28/20,W,10860
81,2/29/20,A,7849
81W,2/1/20,A,617
81W,2/2/20,U,508
81W,2/3/20,W,1481
81W,2/4/20,W,1516
81W,2/5/20,W,1580
81W,2/6/20,W,1750
81W,2/7/20,W,1930
81W,2/8/20,A,605
81W,2/9/20,U,441
81W,2/10/20,W,1679
81W,2/11/20,W,1456
81W,2/12/20,W,1527
81W,2/13/20,W,1384
81W,2/14/20,W,842
81W,2/15/20,A,555
81W,2/16/20,U,460
81W,2/17/20,W,1194
81W,2/18/20,W,1748
81W,2/19/20,W,1606
81W,2/20/20,W,1389
81W,2/21/20,W,1665
81W,2/22/20,A,619
81W,2/23/20,U,519
81W,2/24/20,W,1534
81W,2/25/20,W,1688
81W,2/26/20,W,1386
81W,2/27/20,W,1413
81W,2/28/20,W,1539
81W,2/29/20,A,665
82,2/1/20,A,9594
82,2/2/20,U,7400
82,2/3/20,W,17815
82,2/4/20,W,18008
82,2/5/20,W,17717
82,2/6/20,W,17208
82,2/7/20,W,16881
82,2/8/20,A,9482
82,2/9/20,U,6551
82,2/10/20,W,18153
82,2/11/20,W,18171
82,2/12/20,W,16881
82,2/13/20,W,15860
82,2/14/20,W,14391
82,2/15/20,A,8428
82,2/16/20,U,7276
82,2/17/20,W,12386
82,2/18/20,W,18107
82,2/19/20,W,17416
82,2/20/20,W,17237
82,2/21/20,W,16890
82,2/22/20,A,9706
82,2/23/20,U,7703
82,2/24/20,W,17812
82,2/25/20,W,16874
82,2/26/20,W,16326
82,2/27/20,W,16881
82,2/28/20,W,16769
82,2/29/20,A,9366
84,2/1/20,A,1481
84,2/2/20,U,1154
84,2/3/20,W,3534
84,2/4/20,W,3493
84,2/5/20,W,3921
84,2/6/20,W,3129
84,2/7/20,W,3221
84,2/8/20,A,1574
84,2/9/20,U,935
84,2/10/20,W,3548
84,2/11/20,W,3513
84,2/12/20,W,3283
84,2/13/20,W,2741
84,2/14/20,W,2609
84,2/15/20,A,1229
84,2/16/20,U,1151
84,2/17/20,W,2267
84,2/18/20,W,3869
84,2/19/20,W,3413
84,2/20/20,W,3921
84,2/21/20,W,3412
84,2/22/20,A,1575
84,2/23/20,U,1254
84,2/24/20,W,3490
84,2/25/20,W,3527
84,2/26/20,W,3380
84,2/27/20,W,3732
84,2/28/20,W,3347
84,2/29/20,A,1689
85,2/1/20,A,5492
85,2/2/20,U,4171
85,2/3/20,W,9363
85,2/4/20,W,8738
85,2/5/20,W,9409
85,2/6/20,W,8579
85,2/7/20,W,9895
85,2/8/20,A,5244
85,2/9/20,U,4148
85,2/10/20,W,9029
85,2/11/20,W,9716
85,2/12/20,W,8687
85,2/13/20,W,8061
85,2/14/20,W,7410
85,2/15/20,A,4275
85,2/16/20,U,4491
85,2/17/20,W,6257
85,2/18/20,W,9237
85,2/19/20,W,8553
85,2/20/20,W,9302
85,2/21/20,W,8622
85,2/22/20,A,5104
85,2/23/20,U,4179
85,2/24/20,W,9778
85,2/25/20,W,8534
85,2/26/20,W,8714
85,2/27/20,W,8782
85,2/28/20,W,8357
85,2/29/20,A,5388
85A,2/1/20,A,299
85A,2/3/20,W,814
85A,2/4/20,W,577
85A,2/5/20,W,646
85A,2/6/20,W,763
85A,2/7/20,W,749
85A,2/8/20,A,236
85A,2/10/20,W,707
85A,2/11/20,W,723
85A,2/12/20,W,581
85A,2/13/20,W,785
85A,2/14/20,W,383
85A,2/15/20,A,240
85A,2/17/20,W,411
85A,2/18/20,W,864
85A,2/19/20,W,832
85A,2/20/20,W,907
85A,2/21/20,W,583
85A,2/22/20,A,419
85A,2/24/20,W,684
85A,2/25/20,W,658
85A,2/26/20,W,582
85A,2/27/20,W,720
85A,2/28/20,W,681
85A,2/29/20,A,299
86,2/3/20,W,2930
86,2/4/20,W,2782
86,2/5/20,W,2525
86,2/6/20,W,2648
86,2/7/20,W,2322
86,2/10/20,W,2676
86,2/11/20,W,2876
86,2/12/20,W,2808
86,2/13/20,W,2504
86,2/14/20,W,1697
86,2/17/20,W,848
86,2/18/20,W,2888
86,2/19/20,W,2722
86,2/20/20,W,2607
86,2/21/20,W,2216
86,2/24/20,W,2575
86,2/25/20,W,2414
86,2/26/20,W,2690
86,2/27/20,W,2703
86,2/28/20,W,2005
87,2/1/20,A,6827
87,2/2/20,U,5359
87,2/3/20,W,11933
87,2/4/20,W,11265
87,2/5/20,W,10371
87,2/6/20,W,10315
87,2/7/20,W,11174
87,2/8/20,A,6653
87,2/9/20,U,5173
87,2/10/20,W,10611
87,2/11/20,W,10838
87,2/12/20,W,10502
87,2/13/20,W,9977
87,2/14/20,W,8612
87,2/15/20,A,6191
87,2/16/20,U,5097
87,2/17/20,W,7250
87,2/18/20,W,11108
87,2/19/20,W,10912
87,2/20/20,W,10391
87,2/21/20,W,10630
87,2/22/20,A,7119
87,2/23/20,U,5519
87,2/24/20,W,10835
87,2/25/20,W,10424
87,2/26/20,W,9652
87,2/27/20,W,10166
87,2/28/20,W,11005
87,2/29/20,A,6879
88,2/1/20,A,484
88,2/2/20,U,371
88,2/3/20,W,1034
88,2/4/20,W,1220
88,2/5/20,W,1169
88,2/6/20,W,957
88,2/7/20,W,1280
88,2/8/20,A,435
88,2/9/20,U,259
88,2/10/20,W,1114
88,2/11/20,W,1156
88,2/12/20,W,1208
88,2/13/20,W,1120
88,2/14/20,W,958
88,2/15/20,A,423
88,2/16/20,U,420
88,2/17/20,W,755
88,2/18/20,W,1265
88,2/19/20,W,1239
88,2/20/20,W,1016
88,2/21/20,W,1137
88,2/22/20,A,550
88,2/23/20,U,341
88,2/24/20,W,1132
88,2/25/20,W,1242
88,2/26/20,W,950
88,2/27/20,W,960
88,2/28/20,W,1104
88,2/29/20,A,454
8A,2/1/20,A,2003
8A,2/2/20,U,1529
8A,2/3/20,W,2912
8A,2/4/20,W,2859
8A,2/5/20,W,2681
8A,2/6/20,W,2305
8A,2/7/20,W,2714
8A,2/8/20,A,2114
8A,2/9/20,U,1237
8A,2/10/20,W,2566
8A,2/11/20,W,2793
8A,2/12/20,W,2611
8A,2/13/20,W,2275
8A,2/14/20,W,2113
8A,2/15/20,A,1625
8A,2/16/20,U,1335
8A,2/17/20,W,1439
8A,2/18/20,W,2652
8A,2/19/20,W,2592
8A,2/20/20,W,2674
8A,2/21/20,W,2633
8A,2/22/20,A,2046
8A,2/23/20,U,1302
8A,2/24/20,W,2618
8A,2/25/20,W,2569
8A,2/26/20,W,2388
8A,2/27/20,W,2579
8A,2/28/20,W,2589
8A,2/29/20,A,1869
9,2/1/20,A,16360
9,2/2/20,U,12935
9,2/3/20,W,19426
9,2/4/20,W,17809
9,2/5/20,W,18112
9,2/6/20,W,16383
9,2/7/20,W,16598
9,2/8/20,A,15708
9,2/9/20,U,10577
9,2/10/20,W,18596
9,2/11/20,W,18488
9,2/12/20,W,17818
9,2/13/20,W,16409
9,2/14/20,W,15719
9,2/15/20,A,13759
9,2/16/20,U,11839
9,2/17/20,W,13551
9,2/18/20,W,18305
9,2/19/20,W,17346
9,2/20/20,W,17124
9,2/21/20,W,17948
9,2/22/20,A,16054
9,2/23/20,U,12805
9,2/24/20,W,17552
9,2/25/20,W,17195
9,2/26/20,W,16353
9,2/27/20,W,17253
9,2/28/20,W,18868
9,2/29/20,A,16347
90,2/1/20,A,1983
90,2/2/20,U,1901
90,2/3/20,W,4283
90,2/4/20,W,3889
90,2/5/20,W,3379
90,2/6/20,W,3602
90,2/7/20,W,3349
90,2/8/20,A,1974
90,2/9/20,U,1249
90,2/10/20,W,3966
90,2/11/20,W,4132
90,2/12/20,W,3712
90,2/13/20,W,3487
90,2/14/20,W,3402
90,2/15/20,A,2010
90,2/16/20,U,1802
90,2/17/20,W,3295
90,2/18/20,W,3656
90,2/19/20,W,3469
90,2/20/20,W,2997
90,2/21/20,W,4008
90,2/22/20,A,2690
90,2/23/20,U,1879
90,2/24/20,W,3880
90,2/25/20,W,3732
90,2/26/20,W,3577
90,2/27/20,W,3896
90,2/28/20,W,3479
90,2/29/20,A,2661
91,2/1/20,A,3046
91,2/2/20,U,2327
91,2/3/20,W,6561
91,2/4/20,W,6491
91,2/5/20,W,6023
91,2/6/20,W,5855
91,2/7/20,W,5669
91,2/8/20,A,2696
91,2/9/20,U,2342
91,2/10/20,W,6585
91,2/11/20,W,6340
91,2/12/20,W,6151
91,2/13/20,W,5451
91,2/14/20,W,4955
91,2/15/20,A,2472
91,2/16/20,U,2237
91,2/17/20,W,4500
91,2/18/20,W,6220
91,2/19/20,W,6245
91,2/20/20,W,5779
91,2/21/20,W,5986
91,2/22/20,A,2854
91,2/23/20,U,2507
91,2/24/20,W,6248
91,2/25/20,W,5890
91,2/26/20,W,5389
91,2/27/20,W,6509
91,2/28/20,W,5796
91,2/29/20,A,3159
92,2/1/20,A,2970
92,2/2/20,U,2597
92,2/3/20,W,6017
92,2/4/20,W,6174
92,2/5/20,W,6602
92,2/6/20,W,5674
92,2/7/20,W,6031
92,2/8/20,A,3168
92,2/9/20,U,2405
92,2/10/20,W,6201
92,2/11/20,W,6317
92,2/12/20,W,5898
92,2/13/20,W,5524
92,2/14/20,W,5336
92,2/15/20,A,2956
92,2/16/20,U,2707
92,2/17/20,W,4155
92,2/18/20,W,6300
92,2/19/20,W,6584
92,2/20/20,W,6321
92,2/21/20,W,6205
92,2/22/20,A,2958
92,2/23/20,U,2730
92,2/24/20,W,5371
92,2/25/20,W,5842
92,2/26/20,W,6014
92,2/27/20,W,5900
92,2/28/20,W,6002
92,2/29/20,A,3418
93,2/1/20,A,1413
93,2/3/20,W,3690
93,2/4/20,W,2971
93,2/5/20,W,3469
93,2/6/20,W,3361
93,2/7/20,W,3478
93,2/8/20,A,1473
93,2/10/20,W,3626
93,2/11/20,W,3852
93,2/12/20,W,3575
93,2/13/20,W,3257
93,2/14/20,W,3215
93,2/15/20,A,1335
93,2/17/20,W,2376
93,2/18/20,W,3752
93,2/19/20,W,3402
93,2/20/20,W,3482
93,2/21/20,W,3392
93,2/22/20,A,1594
93,2/24/20,W,3633
93,2/25/20,W,3426
93,2/26/20,W,3404
93,2/27/20,W,3001
93,2/28/20,W,3456
93,2/29/20,A,1592
94,2/1/20,A,3901
94,2/2/20,U,3320
94,2/3/20,W,8856
94,2/4/20,W,8592
94,2/5/20,W,8306
94,2/6/20,W,7870
94,2/7/20,W,8022
94,2/8/20,A,3730
94,2/9/20,U,2786
94,2/10/20,W,8780
94,2/11/20,W,8876
94,2/12/20,W,7815
94,2/13/20,W,7427
94,2/14/20,W,7574
94,2/15/20,A,3525
94,2/16/20,U,2585
94,2/17/20,W,5214
94,2/18/20,W,8687
94,2/19/20,W,8533
94,2/20/20,W,8210
94,2/21/20,W,8226
94,2/22/20,A,4207
94,2/23/20,U,3182
94,2/24/20,W,8753
94,2/25/20,W,8444
94,2/26/20,W,8087
94,2/27/20,W,8202
94,2/28/20,W,7965
94,2/29/20,A,3727
95,2/1/20,A,3490
95,2/2/20,U,2812
95,2/3/20,W,5594
95,2/4/20,W,5376
95,2/5/20,W,5391
95,2/6/20,W,5023
95,2/7/20,W,5059
95,2/8/20,A,3962
95,2/9/20,U,2651
95,2/10/20,W,5206
95,2/11/20,W,5011
95,2/12/20,W,4639
95,2/13/20,W,3965
95,2/14/20,W,4000
95,2/15/20,A,3337
95,2/16/20,U,2796
95,2/17/20,W,3121
95,2/18/20,W,4712
95,2/19/20,W,5103
95,2/20/20,W,4728
95,2/21/20,W,5085
95,2/22/20,A,3475
95,2/23/20,U,2961
95,2/24/20,W,5268
95,2/25/20,W,5023
95,2/26/20,W,4815
95,2/27/20,W,5096
95,2/28/20,W,4738
95,2/29/20,A,3172
96,2/3/20,W,531
96,2/4/20,W,948
96,2/5/20,W,1014
96,2/6/20,W,985
96,2/7/20,W,510
96,2/10/20,W,782
96,2/11/20,W,909
96,2/12/20,W,865
96,2/13/20,W,850
96,2/14/20,W,729
96,2/17/20,W,565
96,2/18/20,W,849
96,2/19/20,W,840
96,2/20/20,W,829
96,2/21/20,W,818
96,2/24/20,W,760
96,2/25/20,W,538
96,2/26/20,W,747
96,2/27/20,W,815
96,2/28/20,W,763
97,2/1/20,A,1486
97,2/2/20,U,1885
97,2/3/20,W,3191
97,2/4/20,W,2555
97,2/5/20,W,3028
97,2/6/20,W,3201
97,2/7/20,W,2765
97,2/8/20,A,1571
97,2/9/20,U,1181
97,2/10/20,W,2591
97,2/11/20,W,2817
97,2/12/20,W,2748
97,2/13/20,W,2290
97,2/14/20,W,1880
97,2/15/20,A,1525
97,2/16/20,U,1306
97,2/17/20,W,2205
97,2/18/20,W,2691
97,2/19/20,W,2818
97,2/20/20,W,2165
97,2/21/20,W,2174
97,2/22/20,A,1749
97,2/23/20,U,1252
97,2/24/20,W,2504
97,2/25/20,W,2755
97,2/26/20,W,2393
97,2/27/20,W,2465
97,2/28/20,W,2914
97,2/29/20,A,1487
J14,2/1/20,A,4891
J14,2/2/20,U,3658
J14,2/3/20,W,10672
J14,2/4/20,W,10929
J14,2/5/20,W,10464
J14,2/6/20,W,10238
J14,2/7/20,W,9959
J14,2/8/20,A,4722
J14,2/9/20,U,3030
J14,2/10/20,W,10949
J14,2/11/20,W,11087
J14,2/12/20,W,10489
J14,2/13/20,W,10158
J14,2/14/20,W,9188
J14,2/15/20,A,4484
J14,2/16/20,U,3435
J14,2/17/20,W,6802
J14,2/18/20,W,11297
J14,2/19/20,W,11287
J14,2/20/20,W,10716
J14,2/21/20,W,10490
J14,2/22/20,A,5173
J14,2/23/20,U,3947
J14,2/24/20,W,10296
J14,2/25/20,W,10196
J14,2/26/20,W,9291
J14,2/27/20,W,10369
J14,2/28/20,W,9857
J14,2/29/20,A,5326
X49,2/3/20,W,6704
X49,2/4/20,W,6721
X49,2/5/20,W,6628
X49,2/6/20,W,6654
X49,2/7/20,W,6693
X49,2/10/20,W,6334
X49,2/11/20,W,6975
X49,2/12/20,W,6307
X49,2/13/20,W,6066
X49,2/14/20,W,5878
X49,2/17/20,W,3824
X49,2/18/20,W,6220
X49,2/19/20,W,6713
X49,2/20/20,W,6379
X49,2/21/20,W,6028
X49,2/24/20,W,6149
X49,2/25/20,W,6459
X49,2/26/20,W,6614
X49,2/27/20,W,6599
X49,2/28/20,W,6459
X9,2/3/20,W,8255
X9,2/4/20,W,8319
X9,2/5/20,W,7964
X9,2/6/20,W,8193
X9,2/7/20,W,8784
X9,2/10/20,W,7910
X9,2/11/20,W,8456
X9,2/12/20,W,7772
X9,2/13/20,W,7611
X9,2/14/20,W,6972
X9,2/17/20,W,4758
X9,2/18/20,W,8255
X9,2/19/20,W,8272
X9,2/20/20,W,7168
X9,2/21/20,W,7799
X9,2/24/20,W,8119
X9,2/25/20,W,7880
X9,2/26/20,W,8309
X9,2/27/20,W,7863
X9,2/28/20,W,7339
X98,2/4/20,W,20
X98,2/5/20,W,1
X98,2/6/20,W,15
X98,2/7/20,W,16
X98,2/8/20,A,9
X98,2/11/20,W,9
X98,2/12/20,W,1
X98,2/13/20,W,4
X98,2/14/20,W,14
X98,2/17/20,W,2
X98,2/20/20,W,24
X98,2/21/20,W,17
X98,2/25/20,W,22
X98,2/27/20,W,2
1,5/1/20,W,151
1,5/4/20,W,99
1,5/5/20,W,103
1,5/6/20,W,82
1,5/7/20,W,105
1,5/8/20,W,66
1,5/11/20,W,116
1,5/12/20,W,108
1,5/13/20,W,93
1,5/14/20,W,62
1,5/15/20,W,116
1,5/18/20,W,94
1,5/19/20,W,84
1,5/20/20,W,96
1,5/21/20,W,93
1,5/22/20,W,125
1,5/26/20,W,109
1,5/27/20,W,124
1,5/28/20,W,122
1,5/29/20,W,128
100,5/1/20,W,153
100,5/4/20,W,141
100,5/5/20,W,165
100,5/6/20,W,271
100,5/7/20,W,196
100,5/8/20,W,187
100,5/11/20,W,201
100,5/12/20,W,228
100,5/13/20,W,180
100,5/14/20,W,132
100,5/15/20,W,140
100,5/18/20,W,127
100,5/19/20,W,183
100,5/20/20,W,114
100,5/21/20,W,117
100,5/22/20,W,187
100,5/26/20,W,78
100,5/27/20,W,125
100,5/28/20,W,137
100,5/29/20,W,277
1001,5/1/20,W,9
1001,5/2/20,A,5
1001,5/3/20,U,3
1001,5/4/20,W,18
1001,5/5/20,W,15
1001,5/6/20,W,27
1001,5/7/20,W,13
1001,5/8/20,W,22
1001,5/9/20,A,7
1001,5/10/20,U,10
1001,5/11/20,W,7
1001,5/12/20,W,11
1001,5/13/20,W,12
1001,5/14/20,W,18
1001,5/15/20,W,14
1001,5/16/20,A,13
1001,5/17/20,U,8
1001,5/18/20,W,5
1001,5/19/20,W,16
1001,5/20/20,W,18
1001,5/21/20,W,7
1001,5/22/20,W,24
1001,5/23/20,A,4
1001,5/24/20,U,7
1001,5/25/20,U,5
1001,5/26/20,W,6
1001,5/27/20,W,9
1001,5/28/20,W,11
1001,5/29/20,W,11
1001,5/30/20,A,7
1001,5/31/20,U,28
103,5/1/20,W,813
103,5/2/20,A,372
103,5/3/20,U,399
103,5/4/20,W,696
103,5/5/20,W,505
103,5/6/20,W,788
103,5/7/20,W,665
103,5/8/20,W,639
103,5/9/20,A,516
103,5/10/20,U,340
103,5/11/20,W,518
103,5/12/20,W,581
103,5/13/20,W,951
103,5/14/20,W,686
103,5/15/20,W,926
103,5/16/20,A,1194
103,5/17/20,U,208
103,5/18/20,W,1057
103,5/19/20,W,545
103,5/20/20,W,188
103,5/21/20,W,775
103,5/22/20,W,668
103,5/23/20,A,379
103,5/24/20,U,480
103,5/25/20,U,501
103,5/26/20,W,761
103,5/27/20,W,710
103,5/28/20,W,750
103,5/29/20,W,421
103,5/30/20,A,618
103,5/31/20,U,89
106,5/1/20,W,535
106,5/2/20,A,239
106,5/3/20,U,245
106,5/4/20,W,278
106,5/5/20,W,364
106,5/6/20,W,416
106,5/7/20,W,367
106,5/8/20,W,412
106,5/9/20,A,271
106,5/10/20,U,189
106,5/11/20,W,379
106,5/12/20,W,406
106,5/13/20,W,448
106,5/14/20,W,377
106,5/15/20,W,456
106,5/16/20,A,266
106,5/17/20,U,200
106,5/18/20,W,403
106,5/19/20,W,384
106,5/20/20,W,418
106,5/21/20,W,418
106,5/22/20,W,449
106,5/23/20,A,341
106,5/24/20,U,186
106,5/25/20,U,199
106,5/26/20,W,316
106,5/27/20,W,480
106,5/28/20,W,495
106,5/29/20,W,555
106,5/30/20,A,418
106,5/31/20,U,137
108,5/1/20,W,306
108,5/4/20,W,259
108,5/5/20,W,232
108,5/6/20,W,359
108,5/7/20,W,312
108,5/8/20,W,267
108,5/11/20,W,379
108,5/12/20,W,409
108,5/13/20,W,397
108,5/14/20,W,320
108,5/15/20,W,387
108,5/18/20,W,235
108,5/19/20,W,208
108,5/20/20,W,387
108,5/21/20,W,304
108,5/22/20,W,247
108,5/26/20,W,174
108,5/27/20,W,300
108,5/28/20,W,275
108,5/29/20,W,150
11,5/1/20,W,355
11,5/2/20,A,129
11,5/3/20,U,135
11,5/4/20,W,292
11,5/5/20,W,195
11,5/6/20,W,300
11,5/7/20,W,338
11,5/8/20,W,286
11,5/9/20,A,277
11,5/10/20,U,100
11,5/11/20,W,320
11,5/12/20,W,258
11,5/13/20,W,342
11,5/14/20,W,238
11,5/15/20,W,294
11,5/16/20,A,275
11,5/17/20,U,99
11,5/18/20,W,267
11,5/19/20,W,282
11,5/20/20,W,296
11,5/21/20,W,242
11,5/22/20,W,322
11,5/23/20,A,249
11,5/24/20,U,182
11,5/25/20,U,130
11,5/26/20,W,391
11,5/27/20,W,301
11,5/28/20,W,359
11,5/29/20,W,397
11,5/30/20,A,361
11,5/31/20,U,89
111,5/1/20,W,1489
111,5/2/20,A,1001
111,5/3/20,U,799
111,5/4/20,W,1157
111,5/5/20,W,1046
111,5/6/20,W,1149
111,5/7/20,W,1316
111,5/8/20,W,1200
111,5/9/20,A,1179
111,5/10/20,U,766
111,5/11/20,W,1081
111,5/12/20,W,1169
111,5/13/20,W,1245
111,5/14/20,W,823
111,5/15/20,W,1178
111,5/16/20,A,1233
111,5/17/20,U,710
111,5/18/20,W,1133
111,5/19/20,W,1140
111,5/20/20,W,1304
111,5/21/20,W,1252
111,5/22/20,W,1269
111,5/23/20,A,1162
111,5/24/20,U,855
111,5/25/20,U,1099
111,5/26/20,W,1360
111,5/27/20,W,1279
111,5/28/20,W,1289
111,5/29/20,W,1195
111,5/30/20,A,833
111,5/31/20,U,328
111A,5/1/20,W,200
111A,5/2/20,A,195
111A,5/3/20,U,178
111A,5/4/20,W,129
111A,5/5/20,W,128
111A,5/6/20,W,184
111A,5/7/20,W,203
111A,5/8/20,W,193
111A,5/9/20,A,199
111A,5/10/20,U,125
111A,5/11/20,W,163
111A,5/12/20,W,170
111A,5/13/20,W,200
111A,5/14/20,W,155
111A,5/15/20,W,180
111A,5/16/20,A,175
111A,5/17/20,U,140
111A,5/18/20,W,164
111A,5/19/20,W,103
111A,5/20/20,W,163
111A,5/21/20,W,155
111A,5/22/20,W,185
111A,5/23/20,A,133
111A,5/24/20,U,143
111A,5/25/20,U,105
111A,5/26/20,W,155
111A,5/27/20,W,175
111A,5/28/20,W,122
111A,5/29/20,W,147
111A,5/30/20,A,149
111A,5/31/20,U,49
112,5/1/20,W,477
112,5/2/20,A,373
112,5/3/20,U,134
112,5/4/20,W,546
112,5/5/20,W,500
112,5/6/20,W,580
112,5/7/20,W,550
112,5/8/20,W,464
112,5/9/20,A,263
112,5/10/20,U,168
112,5/11/20,W,570
112,5/12/20,W,532
112,5/13/20,W,560
112,5/14/20,W,430
112,5/15/20,W,614
